Player ID,Player Name,Team
1982,Anders Christiansen,Chievo
1983,Gianpaolo Bellini,Atalanta
1984,Germán Denis,Atalanta
1985,Marcelo Estigarribia,Atalanta
1987,Zdravko Kuzmanovic,Malaga
1989,Francesco Bardi,Bologna
1990,Jeremy Broh,Parma
1993,Luca Vido,Atalanta
1994,Fabrizio Poli,Carpi
1996,Leandro Greco,Verona
1997,Andrea Favilli,Genoa
1998,Francesco Cassata,Genoa
2002,Francesco Bolzoni,Palermo
2003,Antonio La Gumina,Sampdoria
2005,Jacopo Dezi,Venezia
2006,Alessio Cerci,Verona
2008,Lorenzo Di Livio,Roma
2010,Simone Edera,Torino
2011,Seydou Keita,Roma
2012,Nicholas Pierini,Sassuolo
2014,Jérémy Menez,Bordeaux
2018,Amauri,Torino
2019,Federico Bonazzoli,Salernitana
2020,Michele Rocca,Sampdoria
2021,Salih Ucan,Empoli
2022,Samir Ujkani,Torino
2024,Diogo Figueiras,Genoa
2025,Matuzalém,Verona
2026,Nicolás Castillo,Frosinone
2027,Andrea Lazzari,Carpi
2028,Ronaldo,Empoli
2029,Maximiliano Moralez,Atalanta
2030,Henrique,Napoli
2031,Alessandro Rossi,Lazio
2034,Rafael Márquez,Verona
2037,Simone Palombi,Lazio
2038,Giuseppe Panico,Genoa
2040,Paolo Ghiglione,Cremonese
2042,Lubomir Tupta,Verona
2043,Kastriot Dermaku,Lecce
2044,Daniele Verde,Spezia
2047,Abdelhamid El Kaoutari,SC Bastia
2048,Antonio Nocerino,AC Milan
2049,Kamil Wilczek,Carpi
2052,Simone Pontisso,Udinese
2053,Martin Erlic,Sassuolo
2054,Igor Bubnjic,Carpi
2055,Wallace Oliveira,Carpi
2056,Francesco Benussi,Carpi
2057,Ezequiel Ponce,Elche
2058,Filippo Romagna,Sassuolo
2061,Beto,Sevilla
2062,Nico Pareja,Sevilla
2063,Timothée Kolodziejczak,Schalke 04
2064,Sergio Escudero,Real Valladolid
2065,Vicente Iborra,Villarreal
2066,Curro,Almeria
2067,Juan Muñoz,Sevilla
2068,Yevhen Konoplyanka,Schalke 04
2069,Daniel Carriço,Sevilla
2070,Carlos Fernández,Real Sociedad
2071,Diego González,Elche
2072,Sergio Rico,Mallorca
2073,Coke,Levante
2074,Borja Lasso,Sevilla
2075,Andrés Fernández,SD Huesca
2076,Miguel Lopes,Granada
2077,Jean-Sylvain Babin,Sporting Gijon
2078,Ricardo Costa,Granada
2079,Rubén Rochina,Granada
2080,Rubén Pérez,Leganes
2081,Isaac Cuenca,Granada
2082,Youssef El-Arabi,Granada
2083,Rene Krhin,Nantes
2084,Fran Rico,Eibar
2085,Lombán,Eibar
2086,Jesús Fernández,Granada
2087,David Barral,Granada
2088,Edgar Méndez,Alaves
2089,Robert Ibáñez,Osasuna
2090,Marc-André ter Stegen,Barcelona
2091,Javier Mascherano,Barcelona
2092,Gerard Piqué,Barcelona
2093,Jordi Alba,Barcelona
2094,Ivan Rakitic,Sevilla
2095,Sergio Busquets,Barcelona
2096,Andrés Iniesta,Barcelona
2097,Lionel Messi,Paris Saint Germain
2098,Luis Suárez,Atletico Madrid
2099,Neymar,Paris Saint Germain
2100,Rafinha,Real Sociedad
2101,Jeremy Mathieu,Barcelona
2102,Arda Turan,Barcelona
2103,Aleix Vidal,Espanyol
2104,Sergi Roberto,Barcelona
2105,Jordi Masip,Real Valladolid
2106,Munir,Getafe
2107,Pau López,Marseille
2108,Javi López,Espanyol
2109,Enzo Roco,Elche
2110,Rubén Duarte,Alaves
2111,Víctor Álvarez,Arsenal Tula
2112,Papakouly Diop,Eibar
2113,Víctor Sánchez,Espanyol
2114,José Cañas,Espanyol
2115,Hernán Pérez,Espanyol
2116,Felipe Caicedo,Genoa
2117,Marco Asensio,Real Madrid
2118,Paco Montañés,Espanyol
2119,Rober Correa,Eibar
2120,Gerard Moreno,Villarreal
2121,Salva Sevilla,Mallorca
2122,Joan Jordán,Sevilla
2123,Lluis López,Espanyol
2124,Xabi Irureta,Eibar
2125,Ander Capa,Athletic Club
2126,Mauro Dos Santos,Leganes
2127,Iván Ramis,Eibar
2128,David Juncà,Celta Vigo
2129,Josip Radosevic,Eibar
2130,Dani García,Athletic Club
2131,Keko,Real Valladolid
2132,Jota,Alaves
2133,Adrián,Malaga
2134,Saúl Berjón,Eibar
2135,Sergi Enrich,Eibar
2136,Izet Hajrovic,Werder Bremen
2137,Aleksandar Pantic,Alaves
2138,Asier Riesgo,Eibar
2139,Ion Ansotegi,Eibar
2140,Borja Ekiza,Eibar
2141,Antonio Adán,Atletico Madrid
2142,Álvaro Cejudo,Real Betis
2143,Germán Pezzella,Real Betis
2144,Alfred N'Diaye,Villarreal
2145,Petros,Real Betis
2146,Xavi Torres,Sporting Gijon
2147,Charly Musonda,Chelsea
2148,Joaquín,Real Betis
2149,Francisco Portillo,Almeria
2150,Rubén Castro,Real Betis
2151,Francisco Molinero,Getafe
2152,Varela,Real Betis
2153,Rafael van der Vaart,Real Betis
2154,Álvaro Vadillo,Espanyol
2155,Jorge Molina,Granada
2156,Dani Giménez,Real Betis
2157,Yoel,Eibar
2158,Quini,Granada
2159,Tito,Rayo Vallecano
2160,Antonio Amaya,Rayo Vallecano
2161,Nacho,Real Valladolid
2162,Roberto Trashorras,Rayo Vallecano
2163,Diego Llorente,Leeds
2164,Pablo Hernández,Leeds
2165,Jozabed,Celta Vigo
2166,Adrián Embarba,Almeria
2167,Javi Guerra,Rayo Vallecano
2168,Bebé,Rayo Vallecano
2169,Razvan Rat,Rayo Vallecano
2170,Miku,Rayo Vallecano
2171,Manucho,Rayo Vallecano
2172,Juan Carlos,Girona
2173,Joni Montiel,Rayo Vallecano
2174,Diego Mariño,Almeria
2175,Iván López,Levante
2176,Carl Medjani,Leganes
2177,David Navarro,Levante
2178,Juanfran,Levante
2179,Simao Mate,Levante
2180,Verza,Levante
2181,Jordi Xumetra,Levante
2182,Jefferson Lerma,Bournemouth
2183,Rubén García,Osasuna
2184,Casadesús,Levante
2185,Deyverson,Alaves
2186,Morales,Villarreal
2187,Toño,Levante
2188,Rubén Martínez,Osasuna
2189,Pedro López,SD Huesca
2190,Vicente Guaita,Crystal Palace
2191,Vigaray,Alaves
2192,Santiago Vergini,Getafe
2193,Cala,Cadiz
2194,Damián Suárez,Getafe
2195,Mehdi Lacen,Malaga
2196,Álvaro Medrán,Rayo Vallecano
2197,Pedro León,Eibar
2198,Moi Gómez,Osasuna
2199,Pablo Sarabia,Wolverhampton Wanderers
2200,Álvaro Vázquez,Espanyol
2201,Yoda,Getafe
2202,Stefan Scepovic,Getafe
2203,Emiliano Buendía,Aston Villa
2205,Juan Rodríguez,Getafe
2206,Álvaro Pereira,Getafe
2207,Emiliano Velázquez,Rayo Vallecano
2208,Iván Cuéllar,Leganes
2209,Alberto Lora,Sporting Gijon
2210,Jorge Meré,Cadiz
2211,Isma López,Sporting Gijon
2212,Sergio Álvarez,Eibar
2213,Nacho Cases,Sporting Gijon
2214,Carlos Carmona,Sporting Gijon
2215,Alen Halilovic,Las Palmas
2216,Jony,Osasuna
2217,Antonio Sanabria,Torino
2218,Guerrero,Leganes
2219,Álex Menéndez,Sporting Gijon
2220,Rachid,Sporting Gijon
2221,Igor Lichnovsky,Sporting Gijon
2222,Pablo Pérez,Sporting Gijon
2223,Carlos Castro,Sporting Gijon
2224,Alberto García,Rayo Vallecano
2225,Gerónimo Rulli,Villarreal
2226,Zaldúa,Cadiz
2227,Mikel González,Real Sociedad
2228,Aritz Elustondo,Real Sociedad
2229,Yuri,Athletic Club
2230,David Zurutuza,Real Sociedad
2231,Markel Bergara,Getafe
2232,Asier Illarramendi,Real Sociedad
2233,Xabi Prieto,Real Sociedad
2234,Mikel Oyarzabal,Real Sociedad
2235,Bruma,RasenBallsport Leipzig
2236,Diego Reyes,Leganes
2237,Héctor,Alaves
2238,Jon Bautista,Real Sociedad
2239,Alberto De la Bella,Real Sociedad
2240,Esteban Granero,Espanyol
2241,Oier,Espanyol
2242,Rubén Pardo,Bordeaux
2243,Keylor Navas,Nottingham Forest
2244,Danilo,Juventus
2245,Raphael Varane,Manchester United
2246,Sergio Ramos,Paris Saint Germain
2247,Nacho,Real Madrid
2248,Casemiro,Manchester United
2249,James Rodríguez,Everton
2250,Luka Modric,Real Madrid
2251,Gareth Bale,Real Madrid
2252,Borja Mayoral,Getafe
2253,Lucas Vázquez,Real Madrid
2254,Mateo Kovacic,Chelsea
2255,Isco,Sevilla
2256,Jesé,Sampdoria
2257,Marcelo,Real Madrid
2258,Pepe,Real Madrid
2259,Kiko Casilla,Elche
2260,Daniel Carvajal,Real Madrid
2261,Jan Oblak,Atletico Madrid
2262,Juanfran,Atletico Madrid
2263,Stefan Savic,Atletico Madrid
2264,Diego Godín,Cagliari
2265,Filipe Luis,Atletico Madrid
2266,Saúl Ñíguez,Atletico Madrid
2267,Augusto Fernández,Cadiz
2268,Gabi,Atletico Madrid
2269,Koke,Atletico Madrid
2270,Antoine Griezmann,Atletico Madrid
2271,Fernando Torres,Atletico Madrid
2272,Yannick Carrasco,Atletico Madrid
2273,Tiago,Atletico Madrid
2274,Luciano Vietto,Fulham
2275,Ángel Correa,Atletico Madrid
2276,Lucas Hernández,Bayern Munich
2277,Moyá,Real Sociedad
2278,Giménez,Atletico Madrid
2279,Sergio Álvarez,Celta Vigo
2280,Jonny,Wolverhampton Wanderers
2281,Hugo Mallo,Celta Vigo
2282,Sergi Gómez,Espanyol
2283,Planas,Girona
2284,Daniel Wass,Valencia
2285,Fabián Orellana,Real Valladolid
2286,Pablo Hernández,Celta Vigo
2287,John Guidetti,Alaves
2288,Theo Bongonda,Cadiz
2289,Nemanja Radoja,Levante
2290,Iago Aspas,Celta Vigo
2291,Pape Cheikh,Elche
2292,Dejan Drazic,Celta Vigo
2293,Rubén Blanco,Marseille
2294,Señé,Mallorca
2295,Mariano Barbosa,Villarreal
2296,Mario,Villarreal
2297,Daniele Bonera,Villarreal
2298,Víctor Ruiz,Real Betis
2299,Antonio Rukavina,Villarreal
2300,Samu García,Levante
2301,Manu Trigueros,Villarreal
2302,Bruno,Villarreal
2303,Samu Castillejo,Valencia
2304,Leo Baptistao,Almeria
2305,Adrián,Osasuna
2306,Cédric Bakambu,Marseille
2307,Jonathan dos Santos,Villarreal
2308,Denis Suárez,Espanyol
2309,Nahuel,Real Betis
2310,Alphonse Areola,West Ham
2311,Roberto Soldado,Levante
2312,Manu,Deportivo La Coruna
2313,Laure,Deportivo La Coruna
2314,Sidnei,Real Betis
2315,Alejandro Arribas,Deportivo La Coruna
2316,Juanfran,Leganes
2317,Álex Bergantiños,Deportivo La Coruna
2318,Fede Cartabia,Deportivo La Coruna
2319,Faycal Fajr,Getafe
2320,Pedro Mosquera,SD Huesca
2321,Jonás Gutiérrez,Deportivo La Coruna
2322,Cani,Deportivo La Coruna
2323,Oriol Riera,Osasuna
2324,Stipe Pletikosa,Deportivo La Coruna
2325,Manuel Pablo,Deportivo La Coruna
2326,Rober,Levante
2327,Jonathan Rodríguez,Deportivo La Coruna
2328,Thomas Partey,Arsenal
2329,Jesús Gámez,Newcastle United
2330,Guillermo Ochoa,Salernitana
2331,Roberto Rosales,Leganes
2332,Weligton,Malaga
2333,Raúl Albentosa,Deportivo La Coruna
2334,Miguel Torres,Malaga
2335,Pablo Fornals,West Ham
2336,Ignacio Camacho,Wolfsburg
2337,Recio,Eibar
2338,Ricardo Horta,Malaga
2339,Charles,Eibar
2340,Duje Cop,Real Valladolid
2341,Roque Santa Cruz,Malaga
2342,Gonzalo Castro,Malaga
2343,Juanpi,SD Huesca
2344,Christian Atsu,Newcastle United
2345,Duda,Malaga
2346,Aarón,Granada
2347,Federico Ricca,Malaga
2348,Carlos Kameni,Malaga
2349,Ikechukwu Uche,Malaga
2350,Cifuentes,Elche
2351,Raúl Lizoain,Las Palmas
2352,David García,Las Palmas
2353,Pedro Bigas,Elche
2354,Mauricio Lemos,Sassuolo
2355,Dani Castellano,Las Palmas
2356,Roque Mesa,Real Valladolid
2357,Nabil El Zhar,Leganes
2358,Jonathan Viera,Las Palmas
2359,Tana,Las Palmas
2360,Momo,Las Palmas
2361,Willian José,Real Betis
2362,Mubarak Wakaso,Alaves
2363,Vicente Gómez,Las Palmas
2364,David Simón,Las Palmas
2365,Sergio Araujo,Las Palmas
2366,Javier Garrido,Las Palmas
2367,Javi Varas,Las Palmas
2368,Montoro,Granada
2369,Toni Kroos,Real Madrid
2370,Karim Benzema,Real Madrid
2371,Cristiano Ronaldo,Manchester United
2372,Rubén Yáñez,Getafe
2373,Diego Alves,Valencia
2374,Aymen Abdennour,Marseille
2375,Guilherme Siqueira,Valencia
2376,Enzo Pérez,Valencia
2377,Javi Fuego,Villarreal
2378,Daniel Parejo,Villarreal
2379,João Cancelo,Manchester City
2380,Paco Alcácer,Villarreal
2381,Rodrigo,Leeds
2382,Pablo Piatti,Elche
2383,André Gomes,Lille
2384,Santi Mina,Celta Vigo
2385,Mat Ryan,Real Sociedad
2386,Rúben Vezo,Levante
2387,Danilo,Nice
2388,Zouhair Feddal,Real Valladolid
2389,Mauricio Cuero,Levante
2390,Víctor Camarasa,Real Betis
2391,José Mari,Cadiz
2392,Gorka Iraizoz,Girona
2393,Eneko Bóveda,Deportivo La Coruna
2394,Etxeita,Getafe
2395,San José,Athletic Club
2396,Balenziaga,Athletic Club
2397,Beñat,Athletic Club
2398,Iturraspe,Espanyol
2399,Iñaki Williams,Athletic Club
2400,Raúl García,Athletic Club
2401,Muniain,Athletic Club
2402,Borja Viguera,Sporting Gijon
2403,Íñigo Lekue,Athletic Club
2404,Elustondo,Rayo Vallecano
2405,Markel Susaeta,Athletic Club
2406,Mikel Rico,SD Huesca
2407,Iago Herrerín,Athletic Club
2408,Gurpegi,Athletic Club
2409,Eraso,Leganes
2410,Aduriz,Athletic Club
2411,David Carmona,Sevilla
2412,Adil Rami,Troyes
2413,Steven N'Zonzi,Rennes
2414,Grzegorz Krychowiak,FC Krasnodar
2415,David Soria,Getafe
2416,Carlos Vela,Real Sociedad
2417,Igor Zubeldia,Real Sociedad
2418,Álvaro Odriozola,Real Madrid
2419,Cabral,Celta Vigo
2420,Salva Ruiz,Granada
2421,Doria,Marseille
2422,Javi Márquez,Granada
2423,Matías Kranevitter,Zenit St. Petersburg
2424,Óliver Torres,Sevilla
2425,Piti,Granada
2426,Chechu Dorado,Rayo Vallecano
2427,Clavería,Rayo Vallecano
2428,Juan Carlos Valerón,Las Palmas
2429,Hernán,Las Palmas
2430,Álvaro González,Marseille
2431,Abraham,Espanyol
2432,Burgui,Alaves
2433,Mamadou Sylla,Alaves
2434,Michael Ciani,Lorient
2435,Óscar Duarte,Levante
2436,Antonio Luna,Levante
2437,Gonzalo Escalante,Cadiz
2438,Egor Filipenko,Ural
2439,Arthur Boka,Malaga
2440,Mariano,Sevilla
2441,Reyes,Espanyol
2442,Kevin Gameiro,Strasbourg
2443,Michael Krohn-Dehli,Deportivo La Coruna
2444,Bruno,Real Valladolid
2445,Heiko Westermann,Real Betis
2446,Dani Ceballos,Real Madrid
2447,Fabián,Paris Saint Germain
2448,Juan Vargas,Real Betis
2449,Pedro López,Real Betis
2450,Wanderson,FC Krasnodar
2451,Miguel Ángel,Getafe
2452,De Marcos,Athletic Club
2453,Marc Bartra,Real Betis
2454,Adriano,Barcelona
2455,Ognjen Vranjes,Tom Tomsk
2456,Omar Mascarell,Elche
2457,Roberto Canella,Sporting Gijon
2459,Álex Barrera,Sporting Gijon
2460,Sergio Asenjo,Real Valladolid
2461,Aythami,Las Palmas
2462,Ángel,Las Palmas
2463,Nauzet Alemán,Las Palmas
2464,Iñigo Barrenetxea,Eibar
2465,Lillo,Osasuna
2466,Celso Borges,Deportivo La Coruna
2467,Fernando Navarro,Deportivo La Coruna
2468,Óscar,Deportivo La Coruna
2469,Matos,Sevilla
2470,Cotán,Sevilla
2471,Víctor Rodríguez,Elche
2472,Bernard Mensah,Getafe
2474,Aderlan Santos,Valencia
2475,Jaume,Valencia
2476,Sito,Valencia
2477,Tropi,Valencia
2478,Carlos Soler,Paris Saint Germain
2479,Toni Lato,Valencia
2480,Jonathas,Hannover 96
2481,Foued Kadir,Real Betis
2482,Tomás Pina,Alaves
2483,Adrián Marín,Granada
2484,Iñigo Martínez,Athletic Club
2485,Ander Gayoso,Eibar
2486,Alberto Lopo,Deportivo La Coruna
2487,Zé Castro,Rayo Vallecano
2488,Raúl Baena,Rayo Vallecano
2489,Aras Özbiliz,Spartak Moscow
2491,Ibai Gómez,Athletic Club
2492,Sergi Samper,Las Palmas
2494,Denis Cheryshev,Valencia
2495,Mateo Musacchio,Lazio
2496,Rodri,Manchester City
2497,Dani Ndi,Sporting Gijon
2498,Aymeric Laporte,Manchester City
2499,Sabin,Leganes
2500,Luisinho,SD Huesca
2502,Claudio Beauvue,Caen
2503,Germán Lux,Deportivo La Coruna
2504,Douglas,Sporting Gijon
2505,José Gayá,Valencia
2506,Alende,Celta Vigo
2507,Capilla,Real Sociedad
2508,Leandro Damião,Real Betis
2509,Dimitri Foulquier,Valencia
2510,Benoît Trémoulinas,Sevilla
2511,Vitolo,Getafe
2512,Carlos Martínez,Real Sociedad
2514,Roberto Lago,Getafe
2515,Nili Perdomo,Las Palmas
2516,Ángel Trujillo,Levante
2517,Martin Odegaard,Arsenal
2518,Marcos Llorente,Atletico Madrid
2519,Tejero,Eibar
2521,Alfonso,Villarreal
2522,Henok Goitom,Getafe
2525,Juankar,Malaga
2527,Nacho Monsalve,Atletico Madrid
2528,Ivi,Real Valladolid
2529,Borja Fernández,Celta Vigo
2530,Didier Digard,Osasuna
2531,Wilfried Zahibo,Valencia
2532,Amath Diedhiou,Mallorca
2534,Andrés Prieto,Malaga
2535,Imanol Agirretxe,Real Sociedad
2537,Sandro Ramírez,Getafe
2538,Zakaria Bakkali,Deportivo La Coruna
2539,Jaume Costa,Mallorca
2540,Fernando Tissone,Malaga
2541,Imanol Corral,Eibar
2542,Nabil Ghilas,Levante
2543,Borja Iglesias,Real Betis
2544,David Goldar,Celta Vigo
2545,Fuentes,Osasuna
2546,Juan Domínguez,Deportivo La Coruna
2547,Theo Hernández,AC Milan
2548,Jackson Martínez,Atletico Madrid
2549,Gaël Kakuta,Lens
2550,Nikos Karámpelas,Levante
2551,Pepelu,Levante
2552,Juan Emmanuel Culio,Las Palmas
2553,Néstor,Celta Vigo
2554,Thievy,SC Bastia
2555,Remiro,Real Sociedad
2556,Marcos Angeleri,Malaga
2558,Lass,Rayo Vallecano
2559,Guitián,Sporting Gijon
2560,Cristiano Piccini,Valencia
2562,Eddy,Eibar
2563,Diego Mainz,Granada
2564,Uche,Rayo Vallecano
2565,Lévy Madinda,Celta Vigo
2566,Roger,Elche
2567,Luismi,Elche
2569,Fran Villalba,Valencia
2570,Nacho Gil,Las Palmas
2571,Sergio Canales,Real Betis
2572,Alexis,Alaves
2573,Ángel Lafita,Getafe
2574,Miguelón,Espanyol
2575,Patrick Ebert,Rayo Vallecano
2576,Zhang Chengdong,Rayo Vallecano
2577,Kike Sola,Athletic Club
2578,Javi Ontiveros,Osasuna
2579,Nicolás López,Granada
2581,Asdrúbal,Las Palmas
2582,Jordi Figueras,Real Betis
2583,Miguel Cardoso,Dinamo Moscow
2584,Raíllo,Mallorca
2585,Juan Muñiz,Sporting Gijon
2586,Anaitz Arbilla,Eibar
2587,Fabri,Mallorca
2588,Antolin Alcaraz,Las Palmas
2589,Rafa Mir,Sevilla
2590,Haris Medunjanin,Deportivo La Coruna
2591,Mikel Arruabarrena,Eibar
2592,Lazo,Espanyol
2593,Bojan Jokic,FC Ufa
2594,Sergio Akieme,Almeria
2595,Adnane Tighadouini,Malaga
2597,Dani Calvo,Elche
2599,Hugo Fraile,Sporting Gijon
2600,Fontàs,Celta Vigo
2601,Toño,Rayo Vallecano
2602,Luis Fariña,Rayo Vallecano
2603,Marco Andreolli,Chievo
2604,Vincenzo Rennella,Real Betis
2605,Mendi,Sporting Gijon
2606,Fábio Espinho,Malaga
2608,Hachim Mastour,Malaga
2609,Gerard Gumbau,Elche
2611,Philipp Lienhart,Freiburg
2612,Noblejas,Getafe
2613,Aketxe,Athletic Club
2617,David Cobeño,Rayo Vallecano
2618,Ian González,Getafe
2619,Stole Dimitrievski,Rayo Vallecano
2620,Jon Errasti,Eibar
2621,Sergi Darder,Espanyol
2622,Javi Castellano,Las Palmas
2623,Milan Ivana,Darmstadt
2624,Djibril Sow,Eintracht Frankfurt
2625,Paul Seguin,Union Berlin
2626,Leandro Putaro,Wolfsburg
2627,Jannes Horn,Bochum
2628,Mitchell Langerak,VfB Stuttgart
2629,Matthias Zimmermann,Fortuna Duesseldorf
2630,Artem Kravets,Granada
2631,Karim Onisiwo,Mainz 05
2632,Elkin Soto,Mainz 05
2633,Julian Schieber,Augsburg
2634,David Yelldell,Bayer Leverkusen
2636,Darío Lezcano,Ingolstadt
2637,Younès Belhanda,Nice
2638,Alessandro Schöpf,Arminia Bielefeld
2639,Alexander Nübel,Monaco
2640,Erik Durm,Eintracht Frankfurt
2641,Jon Gorenc Stankovic,Huddersfield
2642,Nuri Sahin,Werder Bremen
2643,Mergim Mavraj,Hamburger SV
2644,Filip Mladenovic,FC Cologne
2645,Marcel Hartel,Arminia Bielefeld
2646,Özkan Yildirim,Werder Bremen
2647,László Kleinheisler,Darmstadt
2648,Änis Ben-Hatira,Darmstadt
2649,Sonny Kittel,Ingolstadt
2650,Serdar Tasci,Spartak Moscow
2651,Fynn Arkenberg,Hannover 96
2652,Valmir Sulejmani,Hannover 96
2653,Iver Fossum,Hannover 96
2654,Tim Dierßen,Hannover 96
2655,Alfred Finnbogason,Augsburg
2656,Tim Rieder,Augsburg
2657,Nabil Bahoui,Hamburger SV
2659,Noah Joel Sarenren Bazee,Augsburg
2660,Szabolcs Huszti,Eintracht Frankfurt
2661,Marco Fabián,Eintracht Frankfurt
2662,Christian Pulisic,Chelsea
2663,Felix Passlack,Borussia Dortmund
2664,Kevin Großkreutz,VfB Stuttgart
2665,Jeffrey Gouweleeuw,Augsburg
2666,Artjoms Rudnevs,FC Cologne
2667,Sambou Yatabaré,Werder Bremen
2668,Martin Hinteregger,Eintracht Frankfurt
2669,Alexander Milosevic,Darmstadt
2670,Sascha Burchert,Greuther Fuerth
2672,Bruno Henrique,Wolfsburg
2673,Albian Ajeti,West Ham
2674,Thilo Kehrer,West Ham
2676,Erik Thommy,VfB Stuttgart
2677,Shawn Parker,Augsburg
2680,Hugo Almeida,Anzhi Makhachkala
2681,Hotaru Yamaguchi,Hannover 96
2685,Baris Atik,Hoffenheim
2686,Fabian Giefer,Augsburg
2688,Russell Canouse,Hoffenheim
2689,Jiloan Hamad,Hoffenheim
2690,Sidney Sam,Darmstadt
2691,Milos Veljkovic,Werder Bremen
2692,Leon Guwara,Darmstadt
2693,Marius Wolf,Borussia Dortmund
2698,Tom Starke,Bayern Munich
2699,Finn Porath,Hamburger SV
2701,Nico Rinderknecht,Eintracht Frankfurt
2702,Marlon Ritter,Paderborn
2703,Guilherme,Lokomotiv Moscow
2704,Roman Shishkin,Krylya Sovetov Samara
2705,Vedran Corluka,Lokomotiv Moscow
2706,Nemanja Pejcinovic,Lokomotiv Moscow
2707,Vitaliy Denisov,Rubin Kazan
2708,Manuel Fernandes,FC Krasnodar
2709,Taras Mykhalyk,Lokomotiv Moscow
2710,Aleksandr Samedov,Krylya Sovetov Samara
2711,Aleksey Miranchuk,Torino
2712,Rifat Zhemaletdinov,Lokomotiv Moscow
2713,Petar Skuletic,Montpellier
2714,Delvin N'Dinga,Lokomotiv Moscow
2715,Ezekiel Henty,Lokomotiv Moscow
2716,Aleksandr Sheshukov,Arsenal Tula
2717,Renat Yanbayev,FC Krasnodar
2718,Dmitriy Tarasov,Rubin Kazan
2719,Ilya Abayev,FC Rostov
2720,Anton Kochenkov,Arsenal Tula
2721,Dimitri Barinov,Lokomotiv Moscow
2722,Jan Durica,Lokomotiv Moscow
2724,Aleksandr Belenov,FC Ufa
2725,Georgi Zotov,Krylya Sovetov Samara
2726,Xandao,Anzhi Makhachkala
2727,Igor Armas,Anzhi Makhachkala
2728,Roman Bugayev,Kuban Krasnodar
2729,Felipe Santana,Kuban Krasnodar
2730,Sergey Karetnik,Kuban Krasnodar
2731,Apodi,Kuban Krasnodar
2732,Ibrahima Baldé,Kuban Krasnodar
2733,Arsen Khubulov,FC Yenisey Krasnoyarsk
2734,Roman Pavlyuchenko,Ural
2735,Roman Kontsedalov,Kuban Krasnodar
2736,Vladimir Lobkarev,Kuban Krasnodar
2737,Maksim Mayrovich,Kuban Krasnodar
2738,Stanislav Manolev,Kuban Krasnodar
2739,Dmitri Stajila,Kuban Krasnodar
2740,Gigel Bucur,Kuban Krasnodar
2741,Evgeni Frolov,Krylya Sovetov Samara
2742,Aleksandr Kleshchenko,Kuban Krasnodar
2743,Svyatoslav Georgievsky,Anzhi Makhachkala
2744,Vladimir Gabulov,Arsenal Tula
2745,Dmitry Zhivoglyadov,Lokomotiv Moscow
2746,Christopher Samba,Dinamo Moscow
2747,Sebastian Holmén,Dinamo Moscow
2748,Anton Sosnin,Dinamo Moscow
2749,Igor Denisov,Lokomotiv Moscow
2750,Roman Zobnin,Spartak Moscow
2751,Aleksey Ionov,FC Krasnodar
2752,Stanislav Dragun,FC Orenburg
2753,Alexander Tashaev,Rubin Kazan
2754,Fatos Beqiraj,Dinamo Moscow
2755,Gregory Morozov,FC Ufa
2756,Pavel Solomatin,Dinamo Moscow
2757,Vitali Djakov,Tom Tomsk
2758,Anton Shunin,Dinamo Moscow
2759,Igor Leshchuk,Dinamo Moscow
2760,Vladislav Levin,Dinamo Moscow
2761,Nikolai Obolski,Dinamo Moscow
2762,Maksim Kuzmin,Dinamo Moscow
2763,Anton Terekhov,FC Tambov
2764,Valerii Saramutin,Dinamo Moscow
2766,Soslan Dzhanaev,PFC Sochi
2767,Boris Rotenberg,Lokomotiv Moscow
2768,Ivan Novoseltsev,Arsenal Tula
2769,César Navas,Rubin Kazan
2770,Fyodor Kudryashov,PFC Sochi
2771,Christian Noboa,PFC Sochi
2772,Aleksandr Erokhin,Zenit St. Petersburg
2773,Pavel Mogilevets,Nizhny Novgorod
2774,Sardar Azmoun,Bayer Leverkusen
2775,Dmitriy Poloz,FC Rostov
2776,Timofei Kalachev,FC Rostov
2777,Saeid Ezatolahi,Amkar
2778,Aleksandr Bukharov,Rubin Kazan
2779,Guélor Kanga,FC Rostov
2782,Moussa Doumbia,Reims
2783,Igor Kireev,FC Rostov
2784,Denis Terentjev,FC Rostov
2785,Timofey Margasov,PFC Sochi
2786,Nikita Medvedev,Rubin Kazan
2787,Byung-Soo Yoo,FC Rostov
2788,Nikolay Zabolotny,PFC Sochi
2789,Denys Kulakov,Ural
2790,Aleksandr Martynovich,FC Krasnodar
2791,Roman Emelyanov,Ural
2792,Mikhail Merkulov,Rubin Kazan
2793,Artem Fiedler,Ural
2794,Aleksandr Ryazantsev,Torpedo Moscow
2795,Chisamba Lungu,Ural
2796,Aleksandr Sapeta,Nizhny Novgorod
2797,Aleksandr Dantsev,Ural
2798,Spartak Gogniyev,Ural
2799,Edgar Manucharyan,Ural
2800,Aleksandr Stavpets,Ural
2801,Dmitri Korobov,Ural
2802,Pablo Fontanello,Ural
2803,Dmitri Arapov,Ural
2805,Sergey Serchenkov,FC Rotor Volgograd
2806,Alexander Sherbakov,Ural
2807,Konstantin Yaroshenko,Ural
2808,Sergey Pesjakov,FC Rostov
2809,Sergei Bryzgalov,Fakel
2810,Salvatore Bocchetti,Verona
2811,Ilya Kutepov,Torpedo Moscow
2812,Evgeni Makeev,FC Rostov
2813,Rómulo,Spartak Moscow
2814,Denis Glushakov,Khimki
